category,region,price,avg_price_category_region,supplier_id,supplier_name,supplier_win_count,days_to_tender,price_per_unit,supplier_years_active,supplier_total_contracts,supplier_avg_contract_value,is_suspicious
Строительство,Актобе,5839357,3902255,BIN826348490099,ТОО ТехИмпорт 33,13,1,28346.39,8,495,10832241,1
Медикаменты,Алматы,3259907,4155173,BIN972613510371,ТОО ЭкоПоставка 760,3,7,4690.51,14,356,14952492,0
Строительство,Шымкент,4749495,4810119,BIN627818792007,ТОО АстанаСнаб 88,12,1,6265.82,11,175,17409997,1
Продукты,Астана,1301772,976328,BIN938720514859,ТОО ТехИмпорт 797,9,1,3041.52,2,378,15820481,1
Продукты,Актобе,2417266,1580079,BIN686470769054,ТОО СнабKZ 141,9,8,8481.64,9,258,10779133,0
Продукты,Актобе,5848330,3749077,BIN977973067900,ТОО Медика 626,8,8,37489.29,15,302,19232907,0
Канцелярия,Астана,4162414,4777540,BIN374223925003,ТОО АстанаСнаб 55,10,7,6607.01,10,348,8071240,0
Строительство,Актобе,1923838,1221133,BIN546495793670,ТОО АстанаСнаб 856,13,1,3764.85,11,29,18932967,1
Строительство,Актобе,1600241,1948173,BIN717140276787,ТОО ЭкоПоставка 922,8,4,6987.95,6,39,19788405,0
Медикаменты,Астана,3137996,3239378,BIN635052033069,ТОО АстанаСнаб 812,12,4,8108.52,5,213,11411030,0
Медикаменты,Шымкент,5925389,4120863,BIN285065376985,ТОО Медика 443,7,7,6613.16,1,453,9583152,0
Строительство,Атырау,1237959,1360440,BIN316792045333,ТОО ЭкоПоставка 903,5,7,2639.57,10,229,10917188,0
Техника,Атырау,4915852,3302162,BIN968913811408,ТОО СнабKZ 232,10,7,7448.26,13,43,10808884,1
Строительство,Шымкент,3962045,3498257,BIN715936773839,ТОО ПрофСтрой 407,14,9,11385.19,10,487,16260305,0
Медикаменты,Актобе,2024818,2835379,BIN289809888010,ТОО ПрофСтрой 187,14,7,3431.89,5,419,7101297,0
Строительство,Атырау,6806876,4341308,BIN567438432162,ТОО СнабKZ 507,11,10,17453.53,1,104,3256973,1
Продукты,Атырау,3223931,3383126,BIN595835477059,ТОО АстанаСнаб 695,4,3,4547.15,5,132,18998388,0
Медикаменты,Алматы,1723316,1711725,BIN990862412734,ТОО Медика 686,15,10,11046.9,5,144,15709010,0
Медикаменты,Атырау,1412609,1059246,BIN549742216330,ТОО АстанаСнаб 43,3,8,2955.25,10,193,4342252,0
Строительство,Актобе,2954666,2521725,BIN263735987640,ТОО ЭкоПоставка 569,8,4,12209.36,13,492,15287159,0
Техника,Атырау,3546532,2786084,BIN443632224998,ТОО Медика 217,12,3,9457.42,2,274,10536198,1
Медикаменты,Шымкент,2776459,1748633,BIN952507824308,ТОО СнабKZ 876,2,4,10133.06,13,229,17303194,0
Техника,Шымкент,2840220,2128749,BIN380068064785,ТОО ТехИмпорт 101,10,1,3595.22,7,425,14745366,1
Техника,Шымкент,3554742,3035934,BIN454911337438,ТОО АстанаСнаб 337,11,4,11578.96,12,226,12170927,0
Техника,Актобе,4618885,3651664,BIN838769230519,ТОО ПрофСтрой 965,9,7,14479.26,1,56,8647625,0
Канцелярия,Алматы,3692720,3375218,BIN642199559135,ТОО Медика 477,10,7,4604.39,1,180,1673053,0
Продукты,Астана,6945145,4456999,BIN683601322852,ТОО ПрофСтрой 561,7,1,14030.6,4,238,19449489,1
Продукты,Астана,2364509,2800492,BIN415859683956,ТОО Медика 339,13,10,3127.66,7,183,13856797,0
Техника,Шымкент,478901,509972,BIN780324684170,ТОО ПрофСтрой 298,5,8,568.77,9,222,10558746,0
Канцелярия,Шымкент,2606982,1803758,BIN729536937635,ТОО ЭкоПоставка 451,9,5,4426.12,3,206,11374184,0
Медикаменты,Астана,3274935,3557259,BIN939190166902,ТОО АстанаСнаб 957,14,4,48879.63,6,182,17618737,0
Медикаменты,Актобе,1931725,1943657,BIN410710969676,ТОО ПрофСтрой 10,14,8,8290.67,3,172,7588173,0
Строительство,Шымкент,839102,548741,BIN272138094931,ТОО АстанаСнаб 80,14,1,4439.69,3,354,17330435,1
Канцелярия,Астана,2266941,1454411,BIN787662607296,ТОО АстанаСнаб 145,8,2,13656.27,12,288,16063692,0
Медикаменты,Атырау,5535153,4001298,BIN299115508915,ТОО ТехИмпорт 709,6,3,9194.61,8,402,1723146,0
Продукты,Алматы,3331290,3808427,BIN300916083801,ТОО ТехИмпорт 885,12,5,4447.65,9,285,9472588,0
Продукты,Актобе,2254649,2260153,BIN362492366751,ТОО ЭкоПоставка 373,5,2,8841.76,9,64,14665850,0
Канцелярия,Шымкент,2882551,3196471,BIN954342002471,ТОО СнабKZ 785,9,1,3589.73,11,135,17799575,0
Строительство,Атырау,5795007,4660625,BIN918379308877,ТОО ПрофСтрой 823,13,9,10613.57,7,282,19397159,0
Медикаменты,Алматы,4776658,4602541,BIN874696670328,ТОО АстанаСнаб 880,1,7,8716.53,7,280,1500280,0
Канцелярия,Алматы,3852378,2806927,BIN740721047104,ТОО ПрофСтрой 284,12,10,3903.12,2,319,12443514,1
Канцелярия,Алматы,4373587,3834679,BIN453059746345,ТОО ТехИмпорт 216,13,5,4914.14,8,481,2405858,0
Медикаменты,Атырау,2763262,2458934,BIN649877312607,ТОО ЭкоПоставка 176,8,2,18670.69,3,324,12166785,0
Строительство,Атырау,1223419,852729,BIN717485917692,ТОО Медика 663,5,9,1914.58,14,407,3973368,0
Медикаменты,Актобе,1169885,739684,BIN909731268342,ТОО ПрофСтрой 269,10,3,2623.06,4,295,8699103,1
Продукты,Шымкент,1070469,1271835,BIN494804459559,ТОО Медика 605,3,7,1299.11,10,464,5879802,0
Строительство,Алматы,7394637,4821609,BIN358629287607,ТОО ТехИмпорт 659,7,5,7492.03,15,278,18290089,0
Техника,Атырау,2148585,1779252,BIN498014914977,ТОО Медика 425,8,3,15347.04,15,238,18995447,0
Медикаменты,Алматы,4655612,3659889,BIN475893052745,ТОО СнабKZ 261,11,3,5496.59,11,99,18431963,0
Строительство,Алматы,1518666,1334767,BIN921517065667,ТОО Медика 511,15,7,3301.45,7,27,17576230,0
Техника,Атырау,6074981,4775083,BIN280050446053,ТОО СнабKZ 929,2,7,70639.31,11,311,18479376,0
Техника,Актобе,1965304,1676599,BIN952459043126,ТОО СнабKZ 994,3,10,2659.41,2,176,3280241,0
Строительство,Астана,2564272,2692940,BIN753764057232,ТОО ЭкоПоставка 474,8,4,2654.53,8,54,13075333,0
Техника,Шымкент,2752085,3421757,BIN485824911308,ТОО ТехИмпорт 637,3,10,44388.47,1,324,19317543,0
Медикаменты,Атырау,2942295,2447543,BIN999816767122,ТОО ТехИмпорт 627,11,3,6041.67,13,442,17915809,0
Медикаменты,Алматы,1925881,2638688,BIN107302556135,ТОО ТехИмпорт 962,8,5,3326.22,13,417,9752896,0
Техника,Атырау,2327512,1642734,BIN957683980186,ТОО АстанаСнаб 649,4,7,3158.09,3,225,18866920,0
Продукты,Актобе,7517992,4746599,BIN399794681302,ТОО Медика 342,1,9,36144.19,7,317,9488637,0
Канцелярия,Атырау,5508773,4524532,BIN581337844303,ТОО АстанаСнаб 706,13,1,15474.08,2,390,19726212,1
Строительство,Атырау,1181494,1136174,BIN331786154913,ТОО СнабKZ 616,1,1,1320.11,3,32,5109308,0
Строительство,Астана,1648544,2354886,BIN683774308922,ТОО АстанаСнаб 832,4,2,1755.64,9,233,7414049,0
Строительство,Атырау,5954707,3749662,BIN470639657804,ТОО ЭкоПоставка 981,7,8,69240.78,3,498,11157493,0
Строительство,Актобе,4714455,3122442,BIN315211301520,ТОО СнабKZ 749,7,7,32968.22,7,110,19629549,0
Техника,Астана,4436155,3526214,BIN887213673217,ТОО Медика 461,6,9,5409.95,15,137,13895983,0
Продукты,Шымкент,1947086,2284304,BIN981335513157,ТОО ПрофСтрой 409,15,5,2954.61,1,475,18788907,1
Техника,Шымкент,2674826,3558186,BIN354467862645,ТОО АстанаСнаб 615,13,1,4725.84,12,242,14850195,1
Строительство,Алматы,2783671,1760108,BIN263415780997,ТОО ПрофСтрой 342,15,9,2942.57,14,380,7274102,1
Медикаменты,Атырау,4456663,4023485,BIN450701828910,ТОО ЭкоПоставка 454,2,8,4647.2,5,439,3966654,0
Медикаменты,Шымкент,6118187,4428393,BIN751780935390,ТОО АстанаСнаб 499,5,1,13968.46,10,362,17171038,0
Техника,Астана,4010602,3254896,BIN221167236245,ТОО ЭкоПоставка 51,6,6,23872.63,4,416,15024588,0
Строительство,Актобе,626243,739473,BIN352166943542,ТОО Медика 886,9,4,2494.99,6,206,14168148,0
Медикаменты,Алматы,1959159,1299512,BIN928605640895,ТОО ТехИмпорт 431,8,6,6596.49,3,126,8153668,0
Строительство,Атырау,1238652,1120101,BIN434961416685,ТОО Медика 643,1,1,7159.84,14,130,11854644,0
Продукты,Шымкент,3676210,2469532,BIN775109984611,ТОО ЭкоПоставка 945,5,5,10876.36,14,70,13079297,0
Медикаменты,Астана,5138642,4509575,BIN236204279641,ТОО ТехИмпорт 158,8,1,8169.54,7,268,8694351,0
Продукты,Атырау,3017035,2539682,BIN546512250734,ТОО ЭкоПоставка 717,13,10,12518.82,11,443,8272300,0
Продукты,Атырау,2929208,2628728,BIN430203323595,ТОО Медика 440,15,1,29587.96,1,421,17225747,1
Медикаменты,Актобе,2804043,3531748,BIN169219735848,ТОО ПрофСтрой 720,15,1,6597.75,9,284,7291700,1
Медикаменты,Атырау,1976186,2550256,BIN360479364796,ТОО ТехИмпорт 984,8,4,4362.44,6,172,11206711,0
Продукты,Атырау,1734105,1668252,BIN368376542184,ТОО АстанаСнаб 469,3,10,2838.14,5,479,2664474,0
Медикаменты,Атырау,1781367,1494412,BIN788247536331,ТОО Медика 981,10,6,5515.07,7,28,14865603,0
Медикаменты,Атырау,1333889,1058124,BIN250029639787,ТОО ЭкоПоставка 577,8,7,1924.8,12,321,4174360,0
Техника,Алматы,666238,840064,BIN632167977226,ТОО Медика 618,11,9,1351.4,12,371,16566808,0
Техника,Актобе,3454414,2179969,BIN225638535750,ТОО ТехИмпорт 947,2,8,7006.92,7,215,16651272,0
Канцелярия,Шымкент,2417694,1568926,BIN299682550197,ТОО СнабKZ 354,1,2,11245.09,6,432,8591933,0
Строительство,Атырау,5972479,4136208,BIN498673879200,ТОО ЭкоПоставка 854,14,3,8914.15,12,473,14010147,1
Канцелярия,Астана,3763825,2408926,BIN957161771651,ТОО ЭкоПоставка 588,14,9,17670.54,13,359,6912752,1
Медикаменты,Алматы,4735083,4817086,BIN451554148440,ТОО Медика 514,7,1,40819.68,14,387,6086563,0
Медикаменты,Атырау,2513538,2619815,BIN488493646461,ТОО СнабKZ 729,12,6,2768.21,4,400,2416907,0
Медикаменты,Астана,2644775,2847974,BIN506877838185,ТОО АстанаСнаб 898,8,3,2874.76,6,411,12444476,0
Техника,Атырау,1592415,1410297,BIN457241531196,ТОО ТехИмпорт 479,9,1,1893.48,12,444,17800935,0
Канцелярия,Шымкент,4784788,3757227,BIN726524580301,ТОО ТехИмпорт 493,1,3,6636.32,15,398,7588502,0
Строительство,Шымкент,3016560,3402689,BIN224510023746,ТОО СнабKZ 363,13,1,3984.89,10,38,2574716,1
Медикаменты,Астана,1329383,1664747,BIN163503006858,ТОО АстанаСнаб 495,14,5,2299.97,2,415,7976987,0
Медикаменты,Актобе,1976768,2797765,BIN702473327167,ТОО Медика 110,10,3,2137.05,14,148,11011519,0
Строительство,Актобе,5608210,4465792,BIN685695694034,ТОО Медика 317,12,9,15322.98,6,353,5036617,0
Продукты,Алматы,2042943,2487057,BIN887992565382,ТОО Медика 631,7,4,2969.39,5,294,8456847,0
Канцелярия,Алматы,2173417,2265876,BIN712255916305,ТОО ЭкоПоставка 241,15,5,5066.24,14,418,9358829,0
Строительство,Шымкент,915223,886343,BIN755141435868,ТОО ПрофСтрой 557,6,3,1871.62,9,86,1624326,0
Канцелярия,Атырау,5409362,3666364,BIN869674743623,ТОО АстанаСнаб 403,10,8,8882.37,4,182,13311419,1
Строительство,Астана,860941,1100158,BIN488886928499,ТОО ТехИмпорт 745,3,4,2074.56,5,312,19640830,0
Техника,Актобе,5791799,3755478,BIN151598229909,ТОО ТехИмпорт 709,14,4,12701.31,15,12,2289857,1
Техника,Актобе,6090175,4460700,BIN899753650063,ТОО Медика 660,12,3,10591.61,11,461,14921504,0
Медикаменты,Алматы,3124137,2084388,BIN336902339004,ТОО ЭкоПоставка 553,12,1,12299.75,13,410,7694800,1
Канцелярия,Шымкент,3622503,3549682,BIN990814985215,ТОО ПрофСтрой 134,10,8,7469.08,3,276,3892967,0
Техника,Актобе,3032474,2265523,BIN576691797996,ТОО ТехИмпорт 698,11,1,4723.48,13,304,18620820,1
Медикаменты,Актобе,6415591,4603604,BIN881934563588,ТОО ПрофСтрой 254,1,6,18981.04,11,359,7899388,0
Медикаменты,Шымкент,2661361,1953032,BIN208990432578,ТОО ТехИмпорт 750,8,6,5197.97,1,276,11837369,0
Продукты,Актобе,4407608,2858118,BIN342167832380,ТОО ЭкоПоставка 401,5,10,28073.94,6,291,2627788,0
Медикаменты,Атырау,6747609,4743962,BIN500368065288,ТОО АстанаСнаб 415,14,1,118379.11,12,310,8191826,1
Медикаменты,Шымкент,2775929,2492044,BIN962081732723,ТОО АстанаСнаб 591,4,2,3920.8,7,337,2940075,0
Канцелярия,Астана,4015383,4696025,BIN936981613363,ТОО АстанаСнаб 927,10,4,5904.98,8,65,8488213,0
Медикаменты,Атырау,2448667,1892385,BIN628243270709,ТОО ПрофСтрой 486,1,1,2840.68,11,427,14492239,0
Строительство,Астана,3182097,2324344,BIN803650904073,ТОО ТехИмпорт 271,4,3,15990.44,10,436,8272954,0
Продукты,Атырау,4085729,2880166,BIN664274853656,ТОО АстанаСнаб 314,11,10,10396.26,5,42,17733016,1
Медикаменты,Астана,4787022,4170930,BIN526923810569,ТОО СнабKZ 989,3,2,11761.72,8,352,1597381,0
Медикаменты,Астана,6840975,4616022,BIN455229357853,ТОО СнабKZ 729,13,3,16484.28,14,184,19799098,1
Канцелярия,Атырау,1817706,1885893,BIN102711877292,ТОО ТехИмпорт 680,1,7,1866.23,1,77,11549977,0
Медикаменты,Шымкент,3792258,3787017,BIN123662487971,ТОО ПрофСтрой 972,6,4,5379.09,9,98,18585233,0
Медикаменты,Актобе,3875886,3013629,BIN583272071971,ТОО Медика 691,9,5,57849.04,6,496,3139132,0
Продукты,Актобе,1305332,1094677,BIN688571314460,ТОО ПрофСтрой 616,11,1,1382.77,5,247,11858919,1
Канцелярия,Шымкент,1086306,925668,BIN846426719411,ТОО Медика 983,11,2,8553.59,14,44,8252025,0
Канцелярия,Атырау,1002805,946019,BIN312005094507,ТОО ТехИмпорт 607,6,6,1056.7,15,360,18281718,0
Техника,Актобе,2908432,1911433,BIN639136924362,ТОО СнабKZ 724,5,9,3175.14,3,132,2917584,0
Техника,Шымкент,3607600,3098578,BIN488628934538,ТОО ЭкоПоставка 324,3,9,8236.53,15,183,13271766,0
Техника,Атырау,2950405,3271804,BIN978155814543,ТОО ПрофСтрой 984,11,7,2956.32,7,397,19039084,0
Медикаменты,Атырау,7738928,4985713,BIN244249547658,ТОО АстанаСнаб 490,3,1,154778.56,8,297,16100321,1
Медикаменты,Алматы,2942870,2166158,BIN906830086295,ТОО Медика 939,3,7,47465.65,1,31,8034619,0
Строительство,Атырау,3322925,3824361,BIN747148955435,ТОО ПрофСтрой 787,12,3,5660.86,11,99,7316867,0
Техника,Шымкент,3091487,4206298,BIN870800291425,ТОО ПрофСтрой 366,10,2,3393.51,1,193,15805874,1
